Airline_Name,Airline_ID,Aircraft_Model,Flight_Type,Source_Airport_Name,Source_Airport_Code,Destination_Airport_Name,Destination_Airport_Code,Airport_region_code,Departure Date,Scheduled_Depature,Actual_Depature,Scheduled_Arrival,Actual_Arrival,Arrival_Date,FREQUENCY,Travel_Time,Accuracy,Validity,Completeness,,,,
Cathay_Pacific,B6202,Boeing 737,Domestic,Eloy Alfaro International Airport,MEC,Al Minhad Air Base,NHD,EC-SA,2/20/2022,4:18 PM,5:46 PM,1:50 AM,3:31 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,NK404,Boeing 747,DOM,La Crosse Municipal Airport,LSE,Loikaw Airport,LIW,US-NA,10/9/2022,8:53 PM,11:45 PM,4:36 AM,5:24 AM,11/9/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,UA789,Airbus A320,International,Leirin Airport,VDB,Dera Ismael Khan Airport,DSK,NO-EU,5/19/2022,9:21 PM,9:29 PM,5:23 AM,7:24 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,HA707,Boeing 777,INT,Fallon Municipal Airport,FLX,Sampson County Airport,CTZ,US-NA,12/8/2022,9:22 PM,12:18 AM,4:40 AM,5:14 AM,13-08-2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,AS303,Boeing 747,International,,MQM,,BJK,TR-AS,8/10/2022,6:02 PM,8:36 PM,4:34 AM,5:25 AM,9/10/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,NK404,Boeing 737,Domestic,Münster Osnabrück Airport,FMO,Nanping Wuyishan Airport,WUS,DE-EU,6/23/2022,5:15 PM,8:11 PM,2:27 AM,5:03 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,UA789,Airbus A380,International,Nanortalik Heliport,JNN,Liuzhou Bailian Airport,LZH,GL-NA,4/13/2022,8:00 PM,9:17 PM,5:48 AM,6:15 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,B6202,Airbus A320,Domestic,Klaipėda Airport,KLJ,West Wyalong Airport,WWY,LT-EU,1/31/2022,11:10 PM,11:42 PM,9:01 AM,11:20 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,AA123,Airbus A380,Domestic,Ujae Atoll Airport,UJE,Nadym Airport,NYM,MH-OC,8/9/2022,10:18 PM,1:16 AM,7:07 AM,7:08 AM,9/9/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Emirates,HA707,Boeing 787,International,,MWC,,TBP,US-NA,6/29/2022,5:02 PM,6:28 PM,2:10 AM,3:09 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,AA123,Airbus A330,International,Portland Airport,PTJ,Wad Medani Airport,DNI,AU-OC,10/27/2022,6:30 PM,6:50 PM,6:41 AM,9:28 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,SY808,Boeing 787,DOM,Robert (Bob) Curtis Memorial Airport,ORV,Tumeremo Airport,TMO,US-,8/2/2022,6:07 PM,8:54 PM,5:39 AM,7:17 AM,9/2/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,DL456,Airbus A330,INT,Houlton International Airport,HUL,Sligo Airport,SXL,US-NA,10/9/2022,3:33 PM,5:54 PM,1:21 AM,2:03 AM,11/9/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,DL456,Airbus A350,International,Pemba Airport,POL,Ağrı Airport,AJI,MZ-AF,7/15/2022,12:55 PM,1:44 PM,1:24 AM,2:19 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,NK404,Boeing 787,International,Kebar Airport,KEQ,,KIZ,ID-AS,11/10/2022,11:57 PM,12:58 AM,10:26 AM,11:25 AM,12/10/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,WN101,Airbus A380,Domestic,Orange Walk Airport,ORZ,Mossel Bay Airport,MZY,BZ-NA,7/27/2022,7:06 PM,9:23 PM,6:38 AM,7:20 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,NK404,Airbus A380,Domestic,Cauquira Airport,CDD,Marree Airport,RRE,HN-NA,6/17/2022,6:34 PM,8:13 PM,5:06 AM,6:52 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,HA707,Airbus A380,International,,FRK,Jessore Airport,JSR,SC-AF,7/23/2022,7:40 PM,9:03 PM,6:27 AM,9:07 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,WN101,Boeing 777,Domestic,Banmaw Airport,BMO,Zaysan Airport,SZI,MM-AS,10/14/2022,2:43 PM,4:09 PM,2:09 AM,3:39 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,SY808,Boeing 747,Domestic,Tuktoyaktuk Airport,YUB,RAF Marham,KNF,CA-NA,5/28/2022,3:54 PM,5:43 PM,1:17 AM,4:00 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,HA707,Boeing 747,International,St Michael Airport,SMK,Yakushima Airport,KUM,US-NA,4/7/2022,11:28 PM,1:09 AM,10:09 AM,12:26 PM,5/7/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,HA707,Airbus A320,Domestic,Scribner State Airport,SCB,Yeelirrie Airport,KYF,US-NA,5/20/2022,10:10 PM,11:58 PM,9:10 AM,10:30 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,SY808,Boeing 787,DOM,Cincinnati Municipal Airport Lunken Field,LUK,Cyril E. King Airport,STT,US-NA,10/19/2022,10:05 PM,11:51 PM,8:39 AM,10:56 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,F9505,Airbus A350,Domestic,Fasa Airport,FAZ,Plan De Guadalupe International Airport,SLW,IR-AS,6/23/2022,8:53 PM,8:59 PM,6:50 AM,6:59 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,B6202,Airbus A320,International,Hattiesburg Bobby L Chain Municipal Airport,HBG,Auburn Lewiston Municipal Airport,LEW,,11/6/2022,3:10 PM,3:38 PM,3:53 AM,5:54 AM,12/6/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,HA707,Boeing 777,INT,Baitadi Airport,BIT,Annanberg Airport,AOB,NP-,5/9/2022,7:14 PM,8:12 PM,4:54 AM,7:04 AM,6/9/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,G4606,Boeing 777,INT,San Juan De Uraba Airport,SJR,Nambucca Heads Airport,NBH,CO-SA,10/22/2022,9:40 PM,11:44 PM,9:10 AM,11:21 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,UA789,Airbus A350,Domestic,Valley International Airport,HRL,Republic Airport,FRG,US-NA,11/26/2022,3:19 PM,3:36 PM,2:00 AM,4:22 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,SY808,Airbus A350,Domestic,Nogales International Airport,NOG,Baie-Johan-Beetz Water Aerodrome,YBJ,MX-NA,9/30/2022,5:37 PM,6:45 PM,1:53 AM,3:35 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,WN101,Airbus A380,DOM,De La Independencia Airport,QRC,,VPZ,CL-SA,3/24/2022,10:47 PM,11:29 PM,8:20 AM,10:46 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,NK404,Airbus A350,Domestic,Damascus International Airport,DAM,Wakkanai Airport,WKJ,SY-AS,11/27/2022,1:35 PM,2:58 PM,1:21 AM,1:29 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,NK404,Airbus A350,International,,BSC,Syangboche Airport,SYH,CO-,8/9/2022,2:57 PM,5:34 PM,3:59 AM,4:19 AM,9/9/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,SY808,Boeing 747,Domestic,Inus Airport,IUS,Governador Jorge Teixeira de Oliveira Airport,PVH,PG-OC,10/16/2022,5:48 PM,6:12 PM,6:19 AM,6:47 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,UA789,Airbus A350,INT,Beloretsk Airport,BCX,Blackbushe Airport,BBS,RU-EU,12/9/2022,9:51 PM,10:04 PM,10:08 AM,10:39 AM,13-09-2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,DL456,Boeing 737,DOM,Garoua International Airport,GOU,Muanda Airport,MNB,,6/7/2022,7:50 PM,10:02 PM,7:48 AM,10:15 AM,7/7/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,B6202,Boeing 747,DOM,Khmelnytskyi Airport,HMJ,,CSG,UA-EU,2/5/2022,10:26 PM,10:34 PM,8:10 AM,8:33 AM,3/5/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,G4606,Airbus A330,INT,Belaga Airport,BLG,Basongo Airport,BAN,MY-AS,6/26/2022,10:55 PM,1:03 AM,11:04 AM,1:25 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,WN101,Boeing 787,International,,ATB,Kansai International Airport,KIX,SD-AF,3/5/2022,11:36 PM,1:15 AM,10:13 AM,11:27 AM,4/5/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,B6202,Airbus A320,International,Quirindi Airport,UIR,Nadym Airport,NYM,AU-OC,12/8/2022,3:55 PM,5:18 PM,12:34 AM,2:58 AM,13-08-2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,B6202,Boeing 737,Domestic,Regional de Maringá - Sílvio Nane Junior Airport,MGF,Bomar Field Shelbyville Municipal Airport,SYI,BR-SA,5/2/2022,7:46 PM,10:07 PM,9:04 AM,11:07 AM,6/2/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,WN101,Airbus A330,Domestic,Cordova Municipal Airport,CKU,Sugraly Airport,AFS,US-NA,11/27/2022,12:04 PM,2:23 PM,12:20 AM,3:14 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,AS303,Airbus A380,Domestic,Amchitka Army Airfield,AHT,Greater Moncton International Airport,YQM,US-NA,7/29/2022,4:29 PM,6:19 PM,3:16 AM,5:55 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,B6202,Airbus A350,International,Pala Airport,PLF,San Fernando Airport,FDO,TD-AF,2/18/2022,2:11 PM,2:20 PM,2:18 AM,5:01 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,NK404,Boeing 787,International,Malvinas Argentinas Airport,USH,Kashgar Airport,KHG,AR-SA,3/29/2022,11:30 PM,11:47 PM,12:47 PM,3:23 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,DL456,Boeing 787,International,Riyadh Air Base,XXN,Blue Grass Airport,LEX,SA-AS,7/18/2022,11:58 AM,12:27 PM,12:04 AM,1:32 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,NK404,Boeing 737,International,Yuma MCAS/Yuma International Airport,YUM,Arawa Airport,RAW,US-NA,10/31/2022,5:18 PM,5:24 PM,4:17 AM,5:49 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,B6202,Boeing 787,International,Park Rapids Municipal Konshok Field,PKD,,SXA,,2/19/2022,3:09 PM,3:11 PM,2:56 AM,4:20 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,UA789,Airbus A330,Domestic,Boalang Airport,BJG,Amílcar Cabral International Airport,SID,ID-AS,8/16/2022,1:35 PM,3:26 PM,1:21 AM,2:57 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,B6202,Airbus A380,International,Berlin-Tegel Airport,TXL,Los Roques Airport,LRV,DE-,2/19/2022,5:26 PM,7:41 PM,3:43 AM,6:14 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,HA707,Airbus A350,International,Mc Comb/Pike County Airport/John E Lewis Field,,Wilhelmshaven-Mariensiel Airport,WVN,US-NA,10/25/2022,7:09 PM,10:08 PM,6:55 AM,7:58 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,SY808,Airbus A380,International,,BFI,RAF Waddington,WTN,US-NA,4/10/2022,11:55 AM,1:17 PM,12:24 AM,12:24 AM,5/10/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,HA707,Boeing 777,INT,Kinmen Airport,KNH,Coolibah Airport,COB,TW-AS,4/17/2022,2:12 PM,4:19 PM,1:52 AM,2:47 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,AA123,Airbus A380,INT,Dublin Airport,DUB,Chiang Rai International Airport,CEI,IE-EU,10/30/2022,12:20 PM,12:54 PM,12:58 AM,1:08 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,UA789,Airbus A330,International,Shank Air Base,OAA,Marechal Rondon Airport,CGB,AF-AS,1/18/2022,12:02 PM,12:30 PM,12:04 AM,1:08 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,F9505,Airbus A320,DOM,Duncan Town Airport,DCT,La Grande Rivière Airport,YGL,,5/13/2022,5:56 PM,6:11 PM,8:04 AM,9:59 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,DL456,Airbus A380,International,Pavlodar Airport,PWQ,Nullagine Airport,NLL,KZ-AS,9/16/2022,9:10 PM,11:04 PM,7:23 AM,8:30 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,DL456,Airbus A380,Domestic,Cordillo Downs Airport,ODL,Namatanai Airport,ATN,AU-OC,1/20/2022,7:44 PM,8:54 PM,6:35 AM,6:51 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,UA789,Boeing 777,International,Kilkenny Airport,KKY,Ilulissat Airport,JAV,IE-EU,3/1/2022,2:47 PM,2:56 PM,4:18 AM,4:22 AM,4/1/2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,F9505,Boeing 737,Domestic,Nha Trang Air Base,,Eva Downs Airport,EVD,VN-AS,11/21/2022,5:34 PM,7:59 PM,5:17 AM,6:48 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,DL456,Airbus A380,International,Cuamba Airport,FXO,Abou-Deïa Airport,AOD,,6/18/2022,6:13 PM,7:20 PM,5:22 AM,8:01 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,NK404,Boeing 747,International,Enterprise Municipal Airport,ETS,"Wahai,Seram Island",WBA,US-,8/1/2022,4:33 PM,7:22 PM,3:09 AM,5:35 AM,9/1/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Emirates,DL456,Airbus A350,Domestic,Winston Field,SNK,Lanzhou Zhongchuan Airport,LHW,US-NA,4/1/2022,9:47 PM,11:58 PM,9:44 AM,9:51 AM,5/1/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,G4606,Airbus A350,INT,Upernavik Airport,JUV,Menongue Airport,SPP,GL-NA,4/30/2022,7:27 PM,8:28 PM,7:15 AM,9:33 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,G4606,Boeing 747,INT,Vohimarina Airport,VOH,Dorobisoro Airport,DOO,MG-AF,4/22/2022,2:27 PM,5:11 PM,2:06 AM,3:26 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,DL456,Airbus A320,International,Wilmington International Airport,,Birjand Airport,XBJ,US-NA,9/1/2022,9:40 PM,10:39 PM,11:40 AM,11:49 AM,10/1/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,HA707,Boeing 777,International,St George Municipal Airport,SGU,,TTU,US-NA,10/15/2022,3:32 PM,5:05 PM,2:28 AM,3:52 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,UA789,Boeing 747,Domestic,Zamora Airport,ZMM,Pine Ridge Airport,XPR,,1/13/2022,8:13 PM,10:20 PM,6:41 AM,7:51 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,AA123,Airbus A350,DOM,,MPM,Sharpe AAF,LRO,MZ-AF,9/16/2022,4:35 PM,5:04 PM,5:42 AM,6:51 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,WN101,Boeing 787,INT,Gewayentana Airport,LKA,Opapimiskan Lake Airport,YBS,ID-AS,1/28/2022,10:45 AM,12:37 PM,1:03 AM,3:23 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,F9505,Airbus A350,International,Atsinanana Airport,ILK,Wenshan Puzhehei Airport,WNH,MG-AF,3/1/2022,11:36 PM,12:51 AM,12:24 PM,2:18 PM,4/1/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,G4606,Boeing 777,Domestic,Jinchuan Airport,JIC,Sukhumi Dranda Airport,SUI,CN-AS,5/3/2022,7:40 PM,9:57 PM,8:32 AM,11:08 AM,6/3/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,G4606,Airbus A350,International,Sibiu International Airport,SBZ,Tête-à-la-Baleine Airport,ZTB,RO-EU,9/13/2022,7:11 PM,7:51 PM,6:56 AM,9:52 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,B6202,Airbus A350,International,Fria Airport,FIG,,DHA,GN-AF,3/21/2022,3:44 PM,4:31 PM,5:12 AM,7:02 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,B6202,Boeing 737,INT,Silistra Polkovnik Lambrinovo Air Base,SLS,,CNK,BG-EU,7/30/2022,1:54 PM,3:42 PM,1:06 AM,2:55 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,SY808,Airbus A350,International,Williamson County Regional Airport,MWA,Chalkyitsik Airport,CIK,US-NA,1/14/2022,11:01 PM,11:48 PM,11:43 AM,1:45 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,SY808,Airbus A320,International,Sibisa Airport,SIW,Bagdogra Airport,IXB,ID-AS,7/15/2022,12:02 PM,2:51 PM,12:31 AM,2:06 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,UA789,Airbus A380,Domestic,Collinsville Airport,KCE,Roseberth Airport,RSB,AU-OC,7/27/2022,1:15 PM,1:52 PM,2:18 AM,2:20 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,F9505,Airbus A330,Domestic,Tessenei Airport,TES,,GNV,ER-AF,10/22/2022,2:51 PM,4:32 PM,3:14 AM,4:52 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,SY808,Boeing 777,DOM,Forbes Airport,FRB,Zhob Airport,PZH,,11/14/2022,4:28 PM,4:32 PM,6:00 AM,8:01 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,NK404,Airbus A350,International,Williams Lake Airport,YWL,David Constantijn Saudale Airport,RTI,CA-NA,1/23/2022,7:25 PM,7:35 PM,8:14 AM,10:45 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,G4606,Airbus A350,Domestic,,RHN,,YZV,NA-AF,2/12/2022,3:11 PM,3:42 PM,5:16 AM,7:52 AM,3/12/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,HA707,Boeing 737,DOM,Swan Hill Airport,SWH,Jackpot Airport/Hayden Field,KPT,AU-OC,11/24/2022,8:26 PM,10:48 PM,10:37 AM,1:00 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,AA123,Boeing 787,International,Syamsudin Noor Airport,BDJ,Birmingham International Airport,BHX,ID-AS,4/12/2022,9:11 PM,9:35 PM,10:50 AM,1:04 PM,5/12/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,HA707,Airbus A350,INT,Manners Creek Airport,MFP,Hana Airport,HNM,AU-OC,7/17/2022,5:31 PM,7:09 PM,6:51 AM,7:16 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,UA789,Airbus A350,International,Telfer Airport,TEF,,ORV,AU-OC,11/3/2022,10:58 PM,12:55 AM,10:35 AM,12:19 PM,12/3/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,UA789,Boeing 787,International,Padova Airport,QPA,Hpa-N Airport,PAA,IT-EU,3/23/2022,8:42 PM,9:04 PM,10:31 AM,12:34 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,G4606,Airbus A350,International,La Ronge Airport,YVC,Aragip Airport,ARP,CA-,8/28/2022,1:24 PM,3:19 PM,5:03 AM,5:23 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,AA123,Boeing 747,International,Unguia Airport,UNC,,ABQ,CO-SA,4/9/2022,11:46 AM,12:12 PM,2:17 AM,4:47 AM,5/9/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,AA123,Boeing 747,Domestic,Cadjehoun Airport,COO,El Centro NAF Airport (Vraciu Field),NJK,BJ-AF,1/4/2022,5:38 PM,7:24 PM,8:05 AM,10:29 AM,2/4/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,G4606,Boeing 777,International,Oiapoque Airport,OYK,Metz-Frescaty (BA 128) Air Base,MZM,BR-SA,10/23/2022,7:21 PM,9:58 PM,8:51 AM,9:39 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,F9505,Airbus A350,International,Queen Beatrix International Airport,AUA,Sumbe Airport,NDD,AW-NA,11/28/2022,6:52 PM,7:19 PM,8:11 AM,9:02 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,HA707,Airbus A350,Domestic,Vancouver International Airport,YVR,Rajouri Airport,RJI,CA-NA,3/26/2022,1:06 PM,3:23 PM,3:22 AM,4:29 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,F9505,Airbus A330,Domestic,Ovda International Airport,VDA,Iokea Airport,IOK,IL-AS,9/10/2022,8:03 PM,10:59 PM,8:52 AM,11:36 AM,10/10/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,WN101,Airbus A330,DOM,Metz-Frescaty (BA 128) Air Base,MZM,Birmingham-Shuttlesworth International Airport,BHM,,6/7/2022,9:19 PM,12:06 AM,1:05 PM,2:20 PM,7/7/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,HA707,Boeing 787,DOM,Huron Regional Airport,HON,Presidente João Batista Figueiredo Airport,OPS,US-NA,6/12/2022,1:37 PM,3:10 PM,4:47 AM,6:12 AM,7/12/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,F9505,Boeing 777,Domestic,Benguera Island Airport,BCW,Kongolo Airport,KOO,MZ-AF,3/17/2022,7:00 PM,9:32 PM,7:58 AM,10:19 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,WN101,Boeing 787,International,Vichy-Charmeil Airport,VHY,Coronel Altino Machado de Oliveira Airport,GVR,FR-EU,3/14/2022,7:27 PM,9:35 PM,9:36 AM,11:49 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,F9505,Airbus A330,Domestic,Wilkes County Airport,IKB,Kololo Airstrip,KLA,US-NA,1/2/2022,4:11 PM,6:53 PM,8:07 AM,9:32 AM,2/2/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,SY808,Airbus A320,International,Isla de Tigre  Heliport,ELX,Samedan Airport,SMV,VE-SA,8/15/2022,9:31 PM,12:26 AM,12:49 PM,3:26 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,AS303,Boeing 787,International,Hazleton Municipal Airport,HZL,Quakertown Airport,UKT,US-NA,2/19/2022,6:18 PM,7:41 PM,8:03 AM,8:25 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,B6202,Boeing 787,International,Atizapan De Zaragoza Airport,AZP,Thompson-Robbins Airport,HEE,MX-NA,10/24/2022,7:19 PM,8:48 PM,10:56 AM,11:56 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,AA123,Airbus A320,International,Karumba Airport,KRB,Urgun Airport,URN,AU-OC,5/15/2022,12:24 PM,12:55 PM,1:48 AM,2:51 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,G4606,Boeing 787,DOM,Uriman Airport,URM,Urrao Airport,URR,VE-SA,1/17/2022,10:49 PM,11:55 PM,2:48 PM,5:42 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,F9505,Boeing 737,International,Vodochody Airport,VOD,Yangzhou Taizhou Airport,YTY,CZ-,4/9/2022,9:57 PM,12:03 AM,1:56 PM,2:47 PM,5/9/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
United_Airlines,AS303,Airbus A380,Domestic,Etadunna Airport,ETD,,VLD,AU-OC,12/5/2022,10:37 PM,1:31 AM,12:53 PM,2:00 PM,13-05-2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,SY808,Airbus A380,Domestic,Gainesville Municipal Airport,GLE,Moorea Airport,MOZ,US-NA,8/13/2022,7:17 PM,9:03 PM,7:03 AM,9:33 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,WN101,Airbus A320,International,Amata Airport,AMT,Ivano-Frankivsk International Airport,IFO,AU-OC,10/11/2022,4:56 PM,5:24 PM,8:39 AM,9:06 AM,11/11/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,NK404,Boeing 747,International,Kelafo East Airport,LFO,Gillam Airport,YGX,ET-AF,2/26/2022,11:49 AM,2:22 PM,4:06 AM,5:02 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,AA123,Airbus A330,International,Namutoni Airport,,,CGZ,NA-,5/12/2022,11:05 PM,1:54 AM,12:52 PM,12:53 PM,6/12/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Emirates,UA789,Airbus A380,Domestic,Frieda River Airport,FAQ,OR Tambo International Airport,JNB,PG-OC,9/30/2022,9:27 PM,9:58 PM,12:15 PM,3:02 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,AA123,Boeing 747,International,,YZA,Doongan Airport,DNG,CA-NA,2/13/2022,1:02 PM,2:26 PM,4:53 AM,6:34 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,WN101,Airbus A320,International,Chelinda Malawi Airport,CEH,Tau Airport,TAV,MW-AF,9/18/2022,2:36 PM,4:23 PM,3:54 AM,6:49 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,F9505,Boeing 787,Domestic,Quince Air Base,UMI,Sahiwal Airport,SWN,PE-SA,12/23/2022,7:19 PM,8:12 PM,8:59 AM,11:30 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,G4606,Airbus A350,International,Hatay Airport,HTY,,SUF,TR-AS,9/11/2022,7:51 PM,10:41 PM,10:45 AM,1:28 PM,10/11/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
